g,t,var,multiplier
101_CT_1,48,DT_Obl,29.510288372415015
101_CT_1,48,PowerGenerated,35.0
101_CT_1,48,UT_Obl,40.0
101_CT_1,48,UnitOn,30.0
101_CT_1,96,DT_Obl,29.510288372415015
101_CT_1,96,PowerGenerated,35.0
101_CT_1,96,UT_Obl,40.0
101_CT_1,96,UnitOn,30.0
101_CT_1,144,DT_Obl,29.510288372415015
101_CT_1,144,PowerGenerated,35.0
101_CT_1,144,UT_Obl,40.0
101_CT_1,144,UnitOn,30.0
101_CT_2,48,DT_Obl,29.510288372415015
101_CT_2,48,PowerGenerated,35.0
101_CT_2,48,UT_Obl,40.0
101_CT_2,48,UnitOn,30.0
101_CT_2,96,DT_Obl,29.510288372415015
101_CT_2,96,PowerGenerated,35.0
101_CT_2,96,UT_Obl,40.0
101_CT_2,96,UnitOn,30.0
101_CT_2,144,DT_Obl,29.510288372415015
101_CT_2,144,PowerGenerated,35.0
101_CT_2,144,UT_Obl,40.0
101_CT_2,144,UnitOn,30.0
101_STEAM_3,48,DT_Obl,32.396804659530815
101_STEAM_3,48,PowerGenerated,8.074679627612145
101_STEAM_3,48,UT_Obl,20.190648707388338
101_STEAM_3,48,UnitOn,29.867731780156394
101_STEAM_3,96,DT_Obl,33.18895510656536
101_STEAM_3,96,PowerGenerated,9.330321247517034
101_STEAM_3,96,UT_Obl,20.27054596920061
101_STEAM_3,96,UnitOn,29.60368163114488
101_STEAM_3,144,DT_Obl,34.82952509344244
101_STEAM_3,144,PowerGenerated,6.6799164585633255
101_STEAM_3,144,UT_Obl,21.52949542732099
101_STEAM_3,144,UnitOn,29.263566175709784
101_STEAM_4,48,DT_Obl,33.86662541986066
101_STEAM_4,48,PowerGenerated,9.65422185208955
101_STEAM_4,48,UT_Obl,20.082306979320155
101_STEAM_4,48,UnitOn,29.377791526713114
101_STEAM_4,96,DT_Obl,33.18895510656536
101_STEAM_4,96,PowerGenerated,11.024403387089425
101_STEAM_4,96,UT_Obl,20.28445296747489
101_STEAM_4,96,UnitOn,29.60368163114488
101_STEAM_4,144,DT_Obl,34.121506074368334
101_STEAM_4,144,PowerGenerated,4.122596708085867
101_STEAM_4,144,UT_Obl,20.082306979320155
101_STEAM_4,144,UnitOn,29.29283130854389
102_CT_1,48,DT_Obl,29.510288372415015
102_CT_1,48,PowerGenerated,35.0
102_CT_1,48,UT_Obl,40.0
102_CT_1,48,UnitOn,30.0
102_CT_1,96,DT_Obl,29.510288372415015
102_CT_1,96,PowerGenerated,35.0
102_CT_1,96,UT_Obl,40.0
102_CT_1,96,UnitOn,30.0
102_CT_1,144,DT_Obl,29.510288372415015
102_CT_1,144,PowerGenerated,35.0
102_CT_1,144,UT_Obl,40.0
102_CT_1,144,UnitOn,30.0
102_CT_2,48,DT_Obl,29.510288372415015
102_CT_2,48,PowerGenerated,35.0
102_CT_2,48,UT_Obl,40.0
102_CT_2,48,UnitOn,30.0
102_CT_2,96,DT_Obl,29.510288372415015
102_CT_2,96,PowerGenerated,35.0
102_CT_2,96,UT_Obl,40.0
102_CT_2,96,UnitOn,30.0
102_CT_2,144,DT_Obl,29.510288372415015
102_CT_2,144,PowerGenerated,35.0
102_CT_2,144,UT_Obl,40.0
102_CT_2,144,UnitOn,30.0
102_STEAM_3,48,DT_Obl,35.381230540397006
102_STEAM_3,48,PowerGenerated,6.077979258819093
102_STEAM_3,48,UT_Obl,22.50558365502671
102_STEAM_3,48,UnitOn,28.83656052546755
102_STEAM_3,96,DT_Obl,35.51869827434473
102_STEAM_3,96,PowerGenerated,4.190531234221822
102_STEAM_3,96,UT_Obl,22.572018606905115
102_STEAM_3,96,UnitOn,28.827100575218424
102_STEAM_3,144,DT_Obl,33.102131572462
102_STEAM_3,144,PowerGenerated,5.62132032418195
102_STEAM_3,144,UT_Obl,22.572018606905115
102_STEAM_3,144,UnitOn,29.632622809179335
102_STEAM_4,48,DT_Obl,35.355240184704584
102_STEAM_4,48,PowerGenerated,6.077979258819097
102_STEAM_4,48,UT_Obl,22.572018606905115
102_STEAM_4,48,UnitOn,28.83656052546755
102_STEAM_4,96,DT_Obl,35.63920165606426
102_STEAM_4,96,PowerGenerated,4.776240639298059
102_STEAM_4,96,UT_Obl,22.94725933163215
102_STEAM_4,96,UnitOn,28.76906417537253
102_STEAM_4,144,DT_Obl,33.102131572462
102_STEAM_4,144,PowerGenerated,5.62132032418195
102_STEAM_4,144,UT_Obl,22.622974706274107
102_STEAM_4,144,UnitOn,29.632622809179335
107_CC_1,48,DT_Obl,24.850579691697845
107_CC_1,48,PowerGenerated,9.014477654486072
107_CC_1,48,UT_Obl,48.0354347589184
107_CC_1,48,UnitOn,30.02012821620494
107_CC_1,96,DT_Obl,21.587888899805815
107_CC_1,96,PowerGenerated,6.119564380331187
107_CC_1,96,UT_Obl,40.674614535237936
107_CC_1,96,UnitOn,29.87020458390878
107_CC_1,144,DT_Obl,21.265045272270992
107_CC_1,144,PowerGenerated,14.932024171403308
107_CC_1,144,UT_Obl,40.371972524529156
107_CC_1,144,UnitOn,29.919211047388902
113_CT_1,48,DT_Obl,27.84089257192558
113_CT_1,48,PowerGenerated,-2.3374794005675827
113_CT_1,48,UT_Obl,40.0
113_CT_1,48,UnitOn,28.901451539489553
113_CT_1,96,DT_Obl,27.091486534816777
113_CT_1,96,PowerGenerated,11.401631279760416
113_CT_1,96,UT_Obl,40.0
113_CT_1,96,UnitOn,29.525956570413552
113_CT_1,144,DT_Obl,27.001522174561686
113_CT_1,144,PowerGenerated,13.050977884437092
113_CT_1,144,UT_Obl,40.0
